fonte: 190, destino: 82, peso: 1
fonte: 264, destino: 281, peso: 16
fonte: 264, destino: 443, peso: 4
fonte: 264, destino: 982, peso: 15
fonte: 265, destino: 697, peso: 36
fonte: 265, destino: 767, peso: 21
fonte: 265, destino: 551, peso: 22
fonte: 266, destino: 979, peso: 14
fonte: 267, destino: 131, peso: 38
fonte: 267, destino: 708, peso: 20
fonte: 267, destino: 40, peso: 4
fonte: 267, destino: 558, peso: 42
fonte: 268, destino: 318, peso: 16
fonte: 268, destino: 766, peso: 14
fonte: 268, destino: 447, peso: 39
fonte: 269, destino: 857, peso: 9
fonte: 270, destino: 828, peso: 4
fonte: 270, destino: 279, peso: 27
fonte: 271, destino: 955, peso: 22
fonte: 271, destino: 199, peso: 35
fonte: 271, destino: 163, peso: 6
fonte: 272, destino: 47, peso: 16
fonte: 272, destino: 620, peso: 4
fonte: 272, destino: 938, peso: 13
fonte: 272, destino: 251, peso: 28
fonte: 273, destino: 242, peso: 8
fonte: 273, destino: 474, peso: 11
fonte: 273, destino: 243, peso: 25
fonte: 904, destino: 342, peso: 43
fonte: 490, destino: 40, peso: 43
fonte: 490, destino: 299, peso: 21
fonte: 310, destino: 950, peso: 43
fonte: 310, destino: 114, peso: 16
fonte: 310, destino: 410, peso: 37
fonte: 310, destino: 475, peso: 39
fonte: 311, destino: 625, peso: 16
fonte: 311, destino: 433, peso: 24
fonte: 311, destino: 600, peso: 13
fonte: 312, destino: 954, peso: 33
fonte: 312, destino: 976, peso: 4
fonte: 313, destino: 390, peso: 36
fonte: 313, destino: 183, peso: 34
fonte: 313, destino: 288, peso: 24
fonte: 314, destino: 42, peso: 4
fonte: 315, destino: 687, peso: 17
fonte: 315, destino: 165, peso: 3
fonte: 315, destino: 561, peso: 29
fonte: 315, destino: 233, peso: 38
fonte: 315, destino: 935, peso: 36
fonte: 193, destino: 711, peso: 32
fonte: 194, destino: 984, peso: 37
fonte: 195, destino: 704, peso: 32
fonte: 679, destino: 366, peso: 44
fonte: 679, destino: 41, peso: 27
fonte: 679, destino: 221, peso: 13
fonte: 680, destino: 784, peso: 35
fonte: 680, destino: 445, peso: 27
fonte: 680, destino: 138, peso: 2
fonte: 680, destino: 817, peso: 44
fonte: 681, destino: 975, peso: 43
fonte: 682, destino: 918, peso: 12
fonte: 682, destino: 39, peso: 6
fonte: 683, destino: 485, peso: 40
fonte: 683, destino: 791, peso: 44
fonte: 683, destino: 365, peso: 25
fonte: 683, destino: 183, peso: 10
fonte: 684, destino: 869, peso: 42
fonte: 684, destino: 260, peso: 26
fonte: 684, destino: 22, peso: 31
fonte: 685, destino: 237, peso: 39
fonte: 685, destino: 564, peso: 4
fonte: 685, destino: 699, peso: 9
fonte: 685, destino: 207, peso: 31
fonte: 685, destino: 139, peso: 34
fonte: 195, destino: 858, peso: 44
fonte: 195, destino: 302, peso: 24
fonte: 195, destino: 267, peso: 18
fonte: 196, destino: 913, peso: 41
fonte: 196, destino: 915, peso: 5
fonte: 196, destino: 34, peso: 39
fonte: 197, destino: 72, peso: 7
fonte: 197, destino: 499, peso: 35
fonte: 198, destino: 501, peso: 4
fonte: 198, destino: 490, peso: 28
fonte: 198, destino: 751, peso: 4
fonte: 198, destino: 536, peso: 41
fonte: 199, destino: 886, peso: 7
fonte: 932, destino: 143, peso: 45
fonte: 932, destino: 169, peso: 41
fonte: 776, destino: 557, peso: 45
fonte: 776, destino: 705, peso: 28
fonte: 777, destino: 646, peso: 10
fonte: 778, destino: 864, peso: 9
fonte: 779, destino: 591, peso: 26
fonte: 779, destino: 838, peso: 18
fonte: 779, destino: 567, peso: 20
fonte: 779, destino: 747, peso: 36
fonte: 779, destino: 9, peso: 12
fonte: 780, destino: 988, peso: 32
fonte: 780, destino: 835, peso: 39
fonte: 780, destino: 145, peso: 43
fonte: 781, destino: 628, peso: 3
fonte: 781, destino: 818, peso: 27
fonte: 580, destino: 841, peso: 45
fonte: 404, destino: 471, peso: 45
fonte: 404, destino: 572, peso: 21
fonte: 404, destino: 787, peso: 38
fonte: 404, destino: 43, peso: 42
fonte: 405, destino: 445, peso: 30
fonte: 405, destino: 387, peso: 17
fonte: 405, destino: 235, peso: 40
fonte: 200, destino: 174, peso: 45
fonte: 200, destino: 539, peso: 27
fonte: 200, destino: 913, peso: 2
fonte: 201, destino: 884, peso: 3
fonte: 201, destino: 64, peso: 5
fonte: 201, destino: 746, peso: 5
fonte: 201, destino: 313, peso: 15
fonte: 202, destino: 934, peso: 14
fonte: 203, destino: 54, peso: 26
fonte: 204, destino: 806, peso: 2
fonte: 204, destino: 679, peso: 33
fonte: 204, destino: 750, peso: 28
fonte: 205, destino: 148, peso: 20
fonte: 206, destino: 134, peso: 11
fonte: 207, destino: 360, peso: 21
fonte: 208, destino: 837, peso: 25
fonte: 208, destino: 78, peso: 38
fonte: 208, destino: 278, peso: 9
fonte: 208, destino: 457, peso: 13
fonte: 209, destino: 895, peso: 18
fonte: 209, destino: 919, peso: 21
fonte: 209, destino: 485, peso: 13
fonte: 865, destino: 34, peso: 46
fonte: 865, destino: 70, peso: 14
fonte: 866, destino: 862, peso: 6
fonte: 866, destino: 720, peso: 34
fonte: 866, destino: 600, peso: 32
fonte: 807, destino: 583, peso: 46
fonte: 807, destino: 127, peso: 11
fonte: 807, destino: 195, peso: 28
fonte: 807, destino: 721, peso: 25
fonte: 808, destino: 397, peso: 2
fonte: 808, destino: 510, peso: 46
fonte: 808, destino: 751, peso: 17
fonte: 808, destino: 621, peso: 42
fonte: 809, destino: 843, peso: 34
fonte: 809, destino: 623, peso: 1
fonte: 809, destino: 457, peso: 42
fonte: 809, destino: 591, peso: 44
fonte: 809, destino: 1, peso: 45
fonte: 810, destino: 703, peso: 10
fonte: 810, destino: 986, peso: 7
fonte: 643, destino: 223, peso: 29
fonte: 643, destino: 501, peso: 26
fonte: 643, destino: 929, peso: 38
fonte: 643, destino: 472, peso: 26
fonte: 405, destino: 675, peso: 39
fonte: 406, destino: 797, peso: 17
fonte: 406, destino: 715, peso: 34
fonte: 406, destino: 568, peso: 7
fonte: 406, destino: 361, peso: 11
fonte: 407, destino: 263, peso: 12
fonte: 273, destino: 944, peso: 46
fonte: 273, destino: 634, peso: 17
fonte: 274, destino: 709, peso: 9
fonte: 274, destino: 62, peso: 1
fonte: 275, destino: 112, peso: 14
fonte: 275, destino: 286, peso: 3
fonte: 275, destino: 696, peso: 41
fonte: 275, destino: 384, peso: 16
fonte: 276, destino: 355, peso: 35
fonte: 276, destino: 392, peso: 42
fonte: 276, destino: 129, peso: 40
fonte: 276, destino: 602, peso: 15
fonte: 277, destino: 853, peso: 10
fonte: 278, destino: 197, peso: 10
fonte: 278, destino: 456, peso: 41
fonte: 278, destino: 147, peso: 32
fonte: 279, destino: 874, peso: 18
fonte: 279, destino: 658, peso: 18
fonte: 279, destino: 629, peso: 12
fonte: 279, destino: 677, peso: 12
fonte: 280, destino: 786, peso: 3
fonte: 280, destino: 843, peso: 3
fonte: 280, destino: 115, peso: 27
fonte: 280, destino: 388, peso: 11
fonte: 280, destino: 818, peso: 16
fonte: 282, destino: 262, peso: 41
fonte: 99, destino: 765, peso: 46
fonte: 100, destino: 9, peso: 14
fonte: 100, destino: 107, peso: 13
fonte: 100, destino: 542, peso: 20
fonte: 101, destino: 245, peso: 22
fonte: 102, destino: 754, peso: 36
fonte: 102, destino: 60, peso: 5
fonte: 686, destino: 355, peso: 47
fonte: 686, destino: 829, peso: 2
fonte: 686, destino: 292, peso: 20
fonte: 688, destino: 791, peso: 16
fonte: 689, destino: 820, peso: 22
fonte: 689, destino: 971, peso: 6
fonte: 690, destino: 196, peso: 6
fonte: 690, destino: 871, peso: 3
fonte: 690, destino: 757, peso: 24
fonte: 691, destino: 248, peso: 21
fonte: 692, destino: 861, peso: 16
fonte: 692, destino: 828, peso: 35
fonte: 692, destino: 309, peso: 3
fonte: 692, destino: 408, peso: 41
fonte: 693, destino: 953, peso: 42
fonte: 693, destino: 458, peso: 27
fonte: 581, destino: 705, peso: 32
fonte: 582, destino: 663, peso: 5
fonte: 582, destino: 972, peso: 17
fonte: 583, destino: 83, peso: 41
fonte: 583, destino: 711, peso: 8
fonte: 583, destino: 455, peso: 28
fonte: 583, destino: 857, peso: 42
fonte: 584, destino: 164, peso: 46
fonte: 585, destino: 570, peso: 5
fonte: 585, destino: 112, peso: 33
fonte: 585, destino: 237, peso: 25
fonte: 585, destino: 308, peso: 9
fonte: 585, destino: 363, peso: 25
fonte: 586, destino: 360, peso: 8
fonte: 586, destino: 227, peso: 5
fonte: 587, destino: 636, peso: 2
fonte: 587, destino: 68, peso: 43
fonte: 588, destino: 356, peso: 17
fonte: 589, destino: 327, peso: 35
fonte: 589, destino: 530, peso: 12
fonte: 490, destino: 23, peso: 47
fonte: 491, destino: 745, peso: 35
fonte: 491, destino: 514, peso: 44
fonte: 492, destino: 531, peso: 44
fonte: 492, destino: 62, peso: 29
fonte: 492, destino: 511, peso: 33
fonte: 492, destino: 469, peso: 39
fonte: 493, destino: 274, peso: 20
fonte: 493, destino: 997, peso: 13
fonte: 493, destino: 431, peso: 28
fonte: 494, destino: 291, peso: 13
fonte: 495, destino: 190, peso: 30
fonte: 496, destino: 913, peso: 25
fonte: 496, destino: 978, peso: 26
fonte: 496, destino: 345, peso: 34
fonte: 496, destino: 80, peso: 22
fonte: 497, destino: 659, peso: 4
fonte: 497, destino: 291, peso: 1
fonte: 440, destino: 748, peso: 47
fonte: 441, destino: 866, peso: 27
fonte: 442, destino: 998, peso: 6
fonte: 442, destino: 891, peso: 32
fonte: 442, destino: 184, peso: 30
fonte: 442, destino: 158, peso: 33
fonte: 442, destino: 134, peso: 25
fonte: 342, destino: 471, peso: 47
fonte: 342, destino: 430, peso: 17
fonte: 342, destino: 362, peso: 35
fonte: 342, destino: 900, peso: 7
fonte: 343, destino: 761, peso: 29
fonte: 344, destino: 219, peso: 45
fonte: 224, destino: 267, peso: 47
fonte: 968, destino: 545, peso: 48
fonte: 968, destino: 667, peso: 12
fonte: 968, destino: 796, peso: 2
fonte: 969, destino: 529, peso: 4
fonte: 969, destino: 933, peso: 40
fonte: 970, destino: 699, peso: 26
fonte: 970, destino: 454, peso: 19
fonte: 971, destino: 357, peso: 20
fonte: 972, destino: 677, peso: 20
fonte: 866, destino: 596, peso: 48
fonte: 867, destino: 350, peso: 40
fonte: 867, destino: 509, peso: 25
fonte: 867, destino: 117, peso: 45
fonte: 867, destino: 109, peso: 35
fonte: 868, destino: 582, peso: 11
fonte: 868, destino: 811, peso: 16
fonte: 869, destino: 413, peso: 23
fonte: 869, destino: 325, peso: 24
fonte: 869, destino: 61, peso: 44
fonte: 869, destino: 349, peso: 13
fonte: 870, destino: 379, peso: 33
fonte: 870, destino: 30, peso: 24
fonte: 870, destino: 786, peso: 44
fonte: 870, destino: 527, peso: 25
fonte: 871, destino: 719, peso: 11
fonte: 872, destino: 62, peso: 33
fonte: 873, destino: 458, peso: 32
fonte: 873, destino: 987, peso: 26
fonte: 873, destino: 743, peso: 38
fonte: 874, destino: 574, peso: 18
fonte: 875, destino: 330, peso: 18
fonte: 875, destino: 135, peso: 48
fonte: 875, destino: 812, peso: 38
fonte: 876, destino: 220, peso: 4
fonte: 876, destino: 632, peso: 19
fonte: 877, destino: 105, peso: 41
fonte: 877, destino: 932, peso: 6
fonte: 810, destino: 769, peso: 48
fonte: 810, destino: 46, peso: 13
fonte: 810, destino: 421, peso: 33
fonte: 811, destino: 936, peso: 42
fonte: 811, destino: 480, peso: 39
fonte: 811, destino: 712, peso: 30
fonte: 812, destino: 674, peso: 17
fonte: 812, destino: 962, peso: 36
fonte: 813, destino: 361, peso: 21
fonte: 813, destino: 993, peso: 28
fonte: 813, destino: 293, peso: 36
fonte: 814, destino: 151, peso: 33
fonte: 815, destino: 161, peso: 3
fonte: 816, destino: 468, peso: 30
fonte: 816, destino: 225, peso: 7
fonte: 817, destino: 331, peso: 6
fonte: 817, destino: 945, peso: 3
fonte: 818, destino: 347, peso: 10
fonte: 818, destino: 652, peso: 33
fonte: 819, destino: 731, peso: 25
fonte: 819, destino: 440, peso: 16
fonte: 820, destino: 157, peso: 48
fonte: 821, destino: 327, peso: 14
fonte: 822, destino: 304, peso: 35
fonte: 822, destino: 824, peso: 28
fonte: 822, destino: 608, peso: 8
fonte: 822, destino: 502, peso: 27
fonte: 823, destino: 436, peso: 33
fonte: 823, destino: 149, peso: 41
fonte: 824, destino: 754, peso: 39
fonte: 825, destino: 573, peso: 6
fonte: 825, destino: 992, peso: 12
fonte: 825, destino: 402, peso: 41
fonte: 826, destino: 743, peso: 42
fonte: 826, destino: 730, peso: 2
fonte: 827, destino: 922, peso: 29
fonte: 694, destino: 199, peso: 48
fonte: 695, destino: 108, peso: 35
fonte: 696, destino: 391, peso: 43
fonte: 696, destino: 295, peso: 24
fonte: 696, destino: 386, peso: 47
fonte: 696, destino: 921, peso: 23
fonte: 698, destino: 487, peso: 40
fonte: 698, destino: 827, peso: 32
fonte: 698, destino: 417, peso: 37
fonte: 700, destino: 120, peso: 9
fonte: 700, destino: 599, peso: 27
fonte: 700, destino: 326, peso: 21
fonte: 700, destino: 939, peso: 9
fonte: 701, destino: 596, peso: 43
fonte: 701, destino: 85, peso: 5
fonte: 702, destino: 856, peso: 19
fonte: 702, destino: 624, peso: 31
fonte: 703, destino: 357, peso: 1
fonte: 703, destino: 592, peso: 30
fonte: 703, destino: 190, peso: 24
fonte: 704, destino: 718, peso: 4
fonte: 704, destino: 399, peso: 46
fonte: 704, destino: 994, peso: 8
fonte: 705, destino: 8, peso: 7
fonte: 705, destino: 968, peso: 20
fonte: 705, destino: 648, peso: 48
fonte: 706, destino: 338, peso: 41
fonte: 706, destino: 99, peso: 16
fonte: 706, destino: 89, peso: 26
fonte: 644, destino: 475, peso: 48
fonte: 645, destino: 489, peso: 45
fonte: 645, destino: 532, peso: 42
fonte: 344, destino: 213, peso: 48
fonte: 344, destino: 637, peso: 48
fonte: 344, destino: 482, peso: 6
fonte: 345, destino: 122, peso: 5
fonte: 345, destino: 749, peso: 3
fonte: 345, destino: 182, peso: 43
fonte: 346, destino: 49, peso: 34
fonte: 346, destino: 874, peso: 26
fonte: 347, destino: 412, peso: 36
fonte: 348, destino: 16, peso: 48
fonte: 348, destino: 926, peso: 47
fonte: 349, destino: 420, peso: 39
fonte: 350, destino: 654, peso: 36
fonte: 351, destino: 585, peso: 2
fonte: 352, destino: 449, peso: 16
fonte: 352, destino: 612, peso: 27
fonte: 352, destino: 398, peso: 16
fonte: 352, destino: 770, peso: 15
fonte: 353, destino: 29, peso: 33
fonte: 353, destino: 535, peso: 27
fonte: 353, destino: 40, peso: 7
fonte: 354, destino: 76, peso: 41
fonte: 354, destino: 152, peso: 43
fonte: 354, destino: 792, peso: 15
fonte: 356, destino: 140, peso: 28
fonte: 357, destino: 367, peso: 16
fonte: 357, destino: 296, peso: 39
fonte: 358, destino: 378, peso: 47
fonte: 359, destino: 844, peso: 43
fonte: 359, destino: 718, peso: 47
fonte: 359, destino: 178, peso: 36
fonte: 360, destino: 638, peso: 34
fonte: 361, destino: 77, peso: 30
fonte: 361, destino: 923, peso: 39
fonte: 286, destino: 123, peso: 25
fonte: 287, destino: 503, peso: 36
fonte: 287, destino: 695, peso: 31
fonte: 287, destino: 534, peso: 28
fonte: 287, destino: 450, peso: 7
fonte: 289, destino: 144, peso: 5
fonte: 289, destino: 187, peso: 30
fonte: 289, destino: 555, peso: 38
fonte: 290, destino: 690, peso: 7
fonte: 225, destino: 245, peso: 48
fonte: 225, destino: 479, peso: 46
fonte: 226, destino: 588, peso: 42
fonte: 226, destino: 890, peso: 14
fonte: 226, destino: 760, peso: 37
fonte: 228, destino: 392, peso: 16
fonte: 228, destino: 852, peso: 10
fonte: 228, destino: 515, peso: 3
fonte: 229, destino: 608, peso: 33
fonte: 230, destino: 605, peso: 35
fonte: 231, destino: 964, peso: 30
fonte: 231, destino: 161, peso: 15
fonte: 232, destino: 193, peso: 30
fonte: 232, destino: 103, peso: 2
fonte: 233, destino: 32, peso: 14
fonte: 233, destino: 563, peso: 29
fonte: 234, destino: 954, peso: 32
fonte: 235, destino: 111, peso: 14
fonte: 235, destino: 473, peso: 34
fonte: 236, destino: 631, peso: 26
fonte: 102, destino: 523, peso: 10
fonte: 103, destino: 63, peso: 42
fonte: 68, destino: 878, peso: 48
fonte: 69, destino: 35, peso: 33
fonte: 70, destino: 504, peso: 31
fonte: 905, destino: 541, peso: 49
fonte: 906, destino: 965, peso: 2
fonte: 906, destino: 153, peso: 41
fonte: 907, destino: 653, peso: 29
fonte: 907, destino: 947, peso: 12
fonte: 908, destino: 546, peso: 1
fonte: 909, destino: 661, peso: 30
fonte: 909, destino: 434, peso: 48
fonte: 909, destino: 486, peso: 42
fonte: 910, destino: 274, peso: 1
fonte: 910, destino: 217, peso: 8
fonte: 911, destino: 125, peso: 49
fonte: 912, destino: 460, peso: 24
fonte: 912, destino: 377, peso: 21
fonte: 913, destino: 373, peso: 30
fonte: 913, destino: 669, peso: 40
fonte: 914, destino: 426, peso: 36
fonte: 915, destino: 283, peso: 12
fonte: 916, destino: 677, peso: 34
fonte: 877, destino: 239, peso: 49
fonte: 877, destino: 87, peso: 33
fonte: 878, destino: 751, peso: 46
fonte: 878, destino: 774, peso: 38
fonte: 880, destino: 829, peso: 34
fonte: 880, destino: 57, peso: 29
fonte: 882, destino: 689, peso: 22
fonte: 883, destino: 780, peso: 11
fonte: 884, destino: 794, peso: 28
fonte: 885, destino: 812, peso: 15
fonte: 885, destino: 999, peso: 14
fonte: 886, destino: 11, peso: 43
fonte: 887, destino: 584, peso: 44
fonte: 887, destino: 615, peso: 17
fonte: 888, destino: 990, peso: 41
fonte: 888, destino: 130, peso: 10
fonte: 888, destino: 505, peso: 16
fonte: 889, destino: 805, peso: 3
fonte: 890, destino: 753, peso: 42
fonte: 890, destino: 655, peso: 19
fonte: 890, destino: 716, peso: 12
fonte: 891, destino: 854, peso: 46
fonte: 891, destino: 335, peso: 22
fonte: 891, destino: 2, peso: 19
fonte: 893, destino: 662, peso: 31
fonte: 893, destino: 544, peso: 9
fonte: 894, destino: 80, peso: 1
fonte: 839, destino: 651, peso: 26
fonte: 839, destino: 339, peso: 19
fonte: 839, destino: 547, peso: 23
fonte: 840, destino: 237, peso: 10
fonte: 840, destino: 752, peso: 1
fonte: 842, destino: 794, peso: 46
fonte: 842, destino: 739, peso: 14
fonte: 843, destino: 772, peso: 38
fonte: 843, destino: 48, peso: 14
fonte: 845, destino: 807, peso: 11
fonte: 845, destino: 90, peso: 26
fonte: 847, destino: 335, peso: 2
fonte: 848, destino: 906, peso: 8
fonte: 849, destino: 883, peso: 11
fonte: 849, destino: 250, peso: 13
fonte: 850, destino: 525, peso: 47
fonte: 850, destino: 968, peso: 41
fonte: 851, destino: 520, peso: 15
fonte: 851, destino: 670, peso: 4
fonte: 853, destino: 977, peso: 11
fonte: 854, destino: 91, peso: 16
fonte: 854, destino: 401, peso: 24
fonte: 855, destino: 230, peso: 31
fonte: 856, destino: 319, peso: 27
fonte: 856, destino: 806, peso: 31
fonte: 856, destino: 180, peso: 26
fonte: 858, destino: 238, peso: 38
fonte: 858, destino: 332, peso: 21
fonte: 859, destino: 617, peso: 14
fonte: 859, destino: 742, peso: 44
fonte: 859, destino: 425, peso: 9
fonte: 860, destino: 645, peso: 22
fonte: 860, destino: 944, peso: 26
fonte: 861, destino: 236, peso: 12
fonte: 861, destino: 358, peso: 43
fonte: 863, destino: 623, peso: 47
